analysis_id	main_or_supp	figure_table_panel	dataset	biological_unit	active_script	config_file	raw_or_source_input	derived_input	input_hash	primary_output	output_hash	source_table	source_table_hash	environment	notes
TABLE_S09_02	Supplement	Table S9 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_02.tsv	b85d2f994c589b524261ca033218c18b306ed06e257afcf1be252fb474958a5d	HCC_ICI_project/05_results/tables/spatial_specificity_rescue/PTPN22_IMMUNE_MATCHED_REGIONAL_EFFECTS.tsv	9e8b5a0cea2f13be65d03f481b743e5843f92ae70ffbec5d76db077a2c8e1f3e	environment/; historical records only; complete locked environment unavailable	Spatial cohort mapping and patient-level statistics. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S09_03	Supplement	Table S9 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_03.tsv	723dbee086d71f64323806389ba1c87bf5f75262cea1ab72b0d887a71d75b18a	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/WU_PRETREATMENT_SPATIAL_INPUT_AUDIT.tsv	e1601c00558816f2f21ae3cb1ab4362ddda119418e4161fd1a355551229b4ae7	environment/; historical records only; complete locked environment unavailable	Wu pretreatment source object and graph input audit. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S09_04	Supplement	Table S9 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S09_04.tsv	84cd11c645731d10cf7ca6985561a2638fa36754f140243c0ca8532465d71e1e	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/recovered_sources/WU_ZERO_COUNT_SENSITIVITY_PATIENT_METRICS.tsv	102132d2b1ae63f1b5d432f9705ed648b814175590315d7f9a07a9f72154cb34	environment/; historical records only; complete locked environment unavailable	Wu single zero-count exclusion sensitivity by patient. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S09_05	Supplement	Table S9 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S09_05.tsv	25d1d5e4078a83b70727a6fb244521f2f250e956ffc22097aa777704c7369cdd	HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/recovered_sources/WU_ZERO_COUNT_SENSITIVITY_COHORT_EFFECT.tsv	f2122c8692bed4b660b9e90c65cf00b8d1b8bc0fcbafea75de5556d0ecc6eb4f	environment/; historical records only; complete locked environment unavailable	Wu single zero-count exclusion sensitivity cohort effect. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_01	Supplement	Table S10 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S10_01.tsv	fe68342ad062b591938ab619ba2f48f972ad10a87e5436b8608d9606f6aea767	WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1/WU_AF35_HIGH_LOW_MICROENV_CONTEXT.tsv	61ebe99384fc2b9477c543283768322d1858b0e0bb9a41c06742b721d2e7e4ea	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_02	Supplement	Table S10 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_02.tsv	23b3f759c34e2a2763a6fe00b20d7c862cd26c21d33e0d2bb0f983428ae450b7	HCC_ICI_BIOLOGICAL_RESOLUTION_BR1_v1/data/WU_ST_CODEX_CONTEXT_MATRIX_PLOT_READY.tsv	c30bf7d3b03735e47f4f2bd2b5c8cabec0dbbfa2deb58e99710a8c6e9ae165c1	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_03	Supplement	Table S10 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S10_03.tsv	4461806318324b217e07a36c7a15b7b9f2a2650f34046542c839cad4bf0d4071	WU_AF35_SPATIAL_CELLULAR_MICROENV_CONTEXT_v1/WU_AF35_HIGH_LOW_CELLTYPE_CONTEXT.tsv	12571741afbb22530f5aa7135e6d333ed5d6eef9a4cfc771ffeecffeca61f4d9	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_04	Supplement	Table S10 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S10_04.tsv	a3523750d6ede33f967f75ddb6bc4a051e675e199665f48ee1001fb366523b2e	WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_PRIMARY_TEST.tsv	a5a457c7dfddbab0d5b1d252a39af4a50262cfd19c0a2a6d8e6926cca74a3c80	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_05	Supplement	Table S10 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_05.tsv	245726a3e3ff542294546fbaad88aa2671bb4e2cb2ff59421edbdf62e06594ef	WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_TOPOLOGY_PATIENT_METRICS.tsv	a5ce3792fdd05a21fba8ada6cf4043f3441e02ac3da4fbc413d9f7017884cc8f	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S10_06	Supplement	Table S10 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S10_06.tsv	0b0e7cc32933fe5cf993e88a67be78e8a8f06e9d91fd34dcfcce4e8c1df801ac	WU_AF35_DC_CD8_SPATIAL_TOPOLOGY_v1/WU_AF35_DC_CD8_TOPOLOGY_ELIGIBILITY.tsv	5ec59674ee2ab03073be5f42bbf0ea1cd1af385aab323c7ae5b4dddf8522011a	environment/; historical records only; complete locked environment unavailable	Adjacent-section CODEX mapping and native 19-code key. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_01	Supplement	Table S11 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_01.tsv	52d7465f55128f92574ae35222e15fe66e5ad58d895cf05aabbff472cad93c3b	AF35_MATCHED_RANDOM_CLINICAL_NULL_v1/ANALYSIS_PATIENT_ELIGIBILITY.tsv	6b0135ce28b97b6c77fca77d592644abb0173b4113896459393f903c98a90687	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_02	Supplement	Table S11 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_02.tsv	36d6ca13636608d535684993481615e802c0824273ec24c59472cf926ce3b806	HCC_ICI_project/01_metadata/phase15b_public_replication/GSE302495_PATIENT_RESPONSE_MAP.tsv	fd2d8101719bd178e0b28680645e86319a30e485f210dd8f27fae04dc1c83b8d	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_03	Supplement	Table S11 part 3	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_03.tsv	ff8be9686eb0e151b1e820f9dfc05c557302b985471c2bcdb7e97dcb58aeff7e	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/ERP117672_AF_PROGRAM_RESPONSE_ASSOCIATION.tsv	a4a693bb75db9c34f7df7863db3dadda6197c0cd8a8b32553a309a50ce681511	environment/; historical records only; complete locked environment unavailable	Historical clinical effects with original intervals. Original numbers retained; explicitly historical. Current Figure 5A primary interval is S11_10. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_04	Supplement	Table S11 part 4	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_04.tsv	a234eb40472e605fc899afc476f6bace69371ce88db9dd80ef65846dbadf4845	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/ERP117672_PTPN22_RESPONSE_ASSOCIATION.tsv	f8c036a4c2c99376b023395a6a008647bb9780f9e4ae1f85581c92cbcd1c99e1	environment/; historical records only; complete locked environment unavailable	Historical clinical effects with original intervals. Original numbers retained; explicitly historical. Current Figure 5A primary interval is S11_10. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_05	Supplement	Table S11 part 5	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_05.tsv	73db1df5b1450058bb67df7c21d23d75c158a59ba34c1c8b15dcbba570d5054d	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/ERP117672_PRETREATMENT_PATIENT_SCORES.tsv	cbb868e6bb539a3204db416adadc95d4addf7a47fdaa8053b0fbe2fe3d0c145a	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_06	Supplement	Table S11 part 6	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_06.tsv	9e49c9dd0165b355a9028fa9bf79ebb35b5ac9c6917f66e9deb37800f5e312aa	HCC_ICI_project/05_results/tables/phase15b_public_replication/GSE302495_PATIENT_LEVEL_SCORES.tsv	c3886e03e0fa1ee073cf8f79f20b75720ffee6469afad5db06d728bdf2da720a	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_07	Supplement	Table S11 part 7	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_07.tsv	48c9fcbb1d0bd6289958a9d1183fc1d945b5327f92686d1889f456ef3b4c13ba	AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1/AF35_BROAD_IMMUNE_CLINICAL_EFFECTS.tsv	428594f1bd30f431b1f25292756ae0b18398ec8ecad241550049987aa610db05	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_08	Supplement	Table S11 part 8	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_08.tsv	c51fa59d241776ba383795be09665baeff6c0d79db0f6a82cca5ef8038f9d36a	AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1/AF35_BROAD_IMMUNE_BOOTSTRAP_SUMMARY.tsv	ca154dea3fb10a5f242b67f5996ca879cdb0e0e3ad7a6967f8eeedd40a06a454	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_09	Supplement	Table S11 part 9	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_09.tsv	537cdf99ef13125581bd7b3f58f012d777071fb9175160a2ae98585357e6144d	AF35_BROAD_IMMUNE_RESIDUAL_ASSOCIATION_v1/AF35_BROAD_IMMUNE_PATIENT_LOO.tsv	2a9fd584b5d500607a89d687877cbab4e39bb81b71bfb3a857527be8f075933e	environment/; historical records only; complete locked environment unavailable	Pretreatment clinical eligibility, endpoints and primary effects. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_10	Supplement	Table S11 part 10	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_10.tsv	fcea3cfd53838afa10fe73df671494e5757d661eedf1060e50be5baba28adc0e	CLINICAL_ANCHOR_READOUT_DECOMPOSITION_v1/tables/AF35_VS_PTPN22_PAIRED_DELTA_G.tsv	7af83f70e194da63674034afd595df058b73e34c6f9d93fa3a88d01ce0bd5788	environment/; historical records only; complete locked environment unavailable	Figure 5A current paired bootstrap primary effects. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_11	Supplement	Table S11 part 11	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_11.tsv	79cec6780fdd5b3d3ceea1ce2a073cd7480ba5460091adb9b5447cc89003a69b	绘图视觉/FIGURE3_FINAL_PRODUCTION_V1/figure_ready/display_support/F3H_ALL_16_FIRTH_MODELS.tsv	79cec6780fdd5b3d3ceea1ce2a073cd7480ba5460091adb9b5447cc89003a69b	environment/; historical records only; complete locked environment unavailable	Figure 5H all 16 conditional Firth models. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_12	Supplement	Table S11 part 12	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S11_12.tsv	e479f679c658a23307fe1edde5298fc29f4f31630281110973a257fb11919cf1	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/GSE104580_TACE_CONTINUOUS_EFFECTS.tsv	b4f6a8564f8ca9a192eacbf7b9c9570dadb303117bf6c4e2903995d4e1e01408	environment/; historical records only; complete locked environment unavailable	Figure 5I all four TACE effects. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S11_13	Supplement	Table S11 part 13	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		HCC_FINAL_AI_REVIEW_CORRECTION_20260921_V1/supplement/tables/S11_13.tsv	5631937cfca86eda1e42f5d1103eb7dd761a5f14d2f020405f033ef4629ffbc4	HCC_ICI_project/05_results/tables/pretreatment_clinical_translation/GSE104580_TACE_PATIENT_SCORES.tsv	a4bef65af8171242651127ff3e790dc8d7efce2c222ec50d920ca5b99b90e30d	environment/; historical records only; complete locked environment unavailable	GSE104580 patient score source. Exact frozen source export; no reanalysis. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S12_01	Supplement	Table S12 part 1	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S12_01.tsv	3e6a84f408c5e3f42c4386f3172ad0fc80d02387dd0e84291b18f24e23bcf8df	AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/AF35_SINGLE_GENE_ASSOCIATION_ABLATION.tsv	48ff45f3189fd43a545b43d4da3ff49d9c59831bc535a433145436c661afbc88	environment/; historical records only; complete locked environment unavailable	Clinical ablation and dropout robustness. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
TABLE_S12_02	Supplement	Table S12 part 2	See source table and data/SOURCE_DATA_MANIFEST.tsv; panel-specific input contract unresolved	Patient/sample; cells/regions are nested observations where applicable	UNRESOLVED_NO_APPROVED_CURRENT_ENTRYPOINT	config/ANALYSIS_PARAMETER_MANIFEST.tsv	UNRESOLVED_PUBLIC_ACQUISITION_CONTRACT	NOT_REDISTRIBUTED_OR_UNRESOLVED		derived_data/publication_source_tables/S12_02.tsv	a9be0632be1ea39c19b2e3826858c3bb785d81bc7bafc3afeec76dda06320dea	AF35_COMPONENT_ABLATION_ASSOCIATION_ROBUSTNESS_v1/AF35_RANDOM_DROPOUT_ASSOCIATION_ROBUSTNESS.tsv	e518c44ad3aff0478818b16b764fbb81aea64ef0168bd54e1cbf9fa83b48e3d7	environment/; historical records only; complete locked environment unavailable	Clinical ablation and dropout robustness. Scientific values retained. Absolute path-valued text reduced to filenames for publication. Full source retained in audit archive. Source-table paths are original-workspace-relative evidence identifiers, not shipped paths. Candidate code evidence in SOURCE_SCRIPT_EVIDENCE.tsv; display code is not a numerical producer.
